org_text,clean_text,start_time,signer_id,signer,start,end,file,label,height,fps,end_time,url,text,box,width,video,review,dataset
next week,next week,0.0,92,-1,0,45,SignSchool Next Week One Week Later,331,360.0,23.976,1.877,www.youtube.com/watch?v=xFBJIAGr2V4,next week,"[0.14013776183128357, 0.3396632969379425, 1.0, 0.8654529452323914]",640.0,,,test
THROW,throw,0.0,67,13,0,59,THROW,829,720.0,15.0,3.933,https://www.youtube.com/watch?v=iOvWH7DQrqM,throw,"[0.029377251863479614, 0.008071094751358032, 1.0, 0.7865886688232422]",1280.0,,,test
piano,piano,0.0,11,39,0,56,PIANO,761,360.0,29.97,1.869,www.youtube.com/watch?v=bIlbRKBPBPk,piano,"[0.043067753314971924, 0.18547475337982178, 1.0, 0.8361784219741821]",490.0,,,test
schedule,schedule,0.0,11,39,0,43,SCHEDULE,604,360.0,29.97,1.435,www.youtube.com/watch?v=fEn2xe4FN9o,schedule,"[0.07464569807052612, 0.2062864899635315, 1.0, 0.7508636713027954]",540.0,,,test
egypt,egypt,0.0,11,-1,0,56,EGYPT(1),521,360.0,29.97,1.869,www.youtube.com/watch?v=ofSGyCpfgWA,egypt,"[0.07538384199142456, 0.18653932213783264, 0.9975533485412598, 0.7755521535873413]",480.0,,,test
bed,bed,0.0,11,39,0,26,BED,188,360.0,29.97,0.868,www.youtube.com/watch?v=Rl52rS9gxSU,bed,"[0.08921065926551819, 0.21076665818691254, 1.0, 0.7063357830047607]",540.0,,,test
yellow,yellow,0.0,11,39,0,65,yellow,52,360.0,29.97,2.169,www.youtube.com/watch?v=beC9KQF_r1Q,yellow,"[0.09204903244972229, 0.14780670404434204, 0.9972848892211914, 0.7501786947250366]",480.0,,,test
bath,bath,0.0,106,48,0,74,SignSchool Bath,677,360.0,29.97,2.469,www.youtube.com/watch?v=KhHnoYpI-Bk,bath,"[0.018850386142730713, 0.4320215582847595, 1.0, 0.9403402209281921]",640.0,,,test
water,water,0.0,11,39,0,26,WATER(1),48,360.0,29.97,0.868,www.youtube.com/watch?v=BWUyTapkOvM,water,"[0.07633304595947266, 0.24500790238380432, 1.0, 0.7340134382247925]",540.0,,,test
woman,woman,0.0,11,39,0,48,WOMAN(2),93,360.0,29.97,1.602,www.youtube.com/watch?v=2GhoeP8Gcyk,woman,"[0.11347541213035583, 0.23722884058952332, 1.0, 0.7579005360603333]",480.0,,,test
movie,movie,0.0,20,40,0,41,SignSchool Movie,141,360.0,29.97,1.368,www.youtube.com/watch?v=wbJe71O57wo,movie,"[0.052590787410736084, 0.2791656255722046, 1.0, 0.7999041676521301]",640.0,,,test
focus,focus,0.0,20,-1,0,42,SignSchool Focus 4,313,360.0,29.97,1.401,www.youtube.com/watch?v=cYMiOdhIpyM,focus,"[0.016302824020385742, 0.2993227541446686, 1.0, 0.9009649753570557]",640.0,,,test
you,you,0.0,11,39,0,51,you,68,360.0,29.97,1.702,www.youtube.com/watch?v=u4ECcCgXTqs,you,"[0.09020861983299255, 0.16707110404968262, 0.9965722560882568, 0.755329430103302]",480.0,,,test
day,day,0.0,92,43,0,45,SignSchool Day,72,360.0,23.976,1.877,www.youtube.com/watch?v=KOvfQg--Y9U,day,"[0.0517822802066803, 0.31395453214645386, 1.0, 0.761948823928833]",640.0,,,test
inside,inside,0.0,92,43,0,28,SignSchool Inside,659,360.0,23.976,1.168,www.youtube.com/watch?v=scYL_BxFGkQ,in,"[0.1385129690170288, 0.3864133358001709, 1.0, 0.7908036112785339]",640.0,,,test
snob,snob,0.0,11,39,0,54,SNOB,550,360.0,29.97,1.802,www.youtube.com/watch?v=75YGLsvaarw,snob,"[0.059548765420913696, 0.2173553705215454, 1.0, 0.7595662474632263]",480.0,,,test
upset,upset,0.0,20,-1,0,32,SignSchool Upset 2,876,360.0,23.976,1.335,www.youtube.com/watch?v=6aTeprI_Uak,upset,"[0.06447476148605347, 0.2570241093635559, 1.0, 0.7665681838989258]",640.0,,,test
wood,wood,0.0,11,39,0,81,WOOD(1),232,360.0,29.97,2.703,www.youtube.com/watch?v=TPzoBjUh-78,wood,"[0.0718410313129425, 0.16322806477546692, 1.0, 0.8336244821548462]",480.0,,,test
cereal,cereal,0.0,11,39,0,34,CEREAL,308,360.0,29.97,1.134,www.youtube.com/watch?v=Vmwa9EII64U,cereal,"[0.0857430100440979, 0.2074715942144394, 0.9993067979812622, 0.6980103254318237]",540.0,,,test
stairs,stairs,0.0,11,39,0,33,STAIRS,686,360.0,29.97,1.101,www.youtube.com/watch?v=b1tzbYtZ4pg,stairs,"[0.07927200198173523, 0.185502827167511, 0.9997311234474182, 0.7079299688339233]",540.0,,,test
color,color,0.0,11,39,0,51,COLOR(2),146,360.0,29.97,1.702,www.youtube.com/watch?v=7Do9s2qJpeA,color,"[0.07720533013343811, 0.21295681595802307, 0.9984427690505981, 0.7628786563873291]",480.0,,,test
poor,poor,0.0,11,39,0,50,POOR,729,360.0,29.97,1.668,www.youtube.com/watch?v=pGVofdO57Mg,poor,"[0.10397830605506897, 0.19211769104003906, 1.0, 0.7884448170661926]",480.0,,,test
cold,cold,0.0,11,39,0,53,COLD,177,360.0,29.97,1.768,www.youtube.com/watch?v=EQJ7BYa01Co,cold,"[0.07579165697097778, 0.2153559923171997, 0.9975283145904541, 0.7766584157943726]",480.0,,,test
french,france,0.0,11,39,0,43,FRENCH(1),95,360.0,29.97,1.435,www.youtube.com/watch?v=LeL2J-3eUsQ,france,"[0.08033174276351929, 0.19611698389053345, 0.9994596242904663, 0.7689013481140137]",480.0,,,test
lecture,speech,0.0,20,40,0,36,SignSchool Lecture Presentation Speech 2,280,360.0,23.976,1.501,www.youtube.com/watch?v=6aqjl8M7oeI,speech,"[0.0024933218955993652, 0.2008211612701416, 1.0, 0.8478281497955322]",640.0,,,test
two,two,0.0,11,39,0,43,TWO,342,360.0,29.97,1.435,www.youtube.com/watch?v=qwAqhQ4f0rk,two,"[0.10688340663909912, 0.22909784317016602, 1.0, 0.7660695314407349]",480.0,,,test
mouth,mouth,0.0,11,39,0,49,MOUTH(1),967,360.0,29.97,1.635,www.youtube.com/watch?v=9JN3kjH0c3s,mouth,"[0.09948217868804932, 0.2158466875553131, 1.0, 0.7667274475097656]",480.0,,,test
star,star,0.0,92,2,0,34,SignSchool Star,419,360.0,23.976,1.418,www.youtube.com/watch?v=anXlJ1f7mhY,star,"[0.07131320238113403, 0.3183603584766388, 1.0, 0.7318152189254761]",640.0,,,test
butterfly,butterfly,0.0,11,39,0,45,BUTTERFLY,707,360.0,29.97,1.502,www.youtube.com/watch?v=r4DO7DVaHik,butterfly,"[0.06127709150314331, 0.27147695422172546, 1.0, 0.755103349685669]",490.0,,,test
saturday,saturday,0.0,11,39,0,60,saturday,191,360.0,29.97,2.002,www.youtube.com/watch?v=Z8QQaRIGHjI,saturday,"[0.07853290438652039, 0.1480405330657959, 0.9950510263442993, 0.7582687735557556]",480.0,,,test
quarter,quarter,0.0,92,-1,0,32,SignSchool Quarter,944,360.0,23.976,1.335,www.youtube.com/watch?v=PIIJq5wLdSI,quarter,"[0.1373327076435089, 0.40822917222976685, 1.0, 0.8560866117477417]",640.0,,,test
wife,wife,0.0,20,40,0,60,SignSchool Wife,201,360.0,29.97,2.002,www.youtube.com/watch?v=945Zh95UWMI,wife,"[0.05541372299194336, 0.2757536768913269, 1.0, 0.8103328347206116]",640.0,,,test
BORN,born,13.881,26,2,416,489,ASL2 Class 29 SIGNS,196,720.0,29.97,16.316,https://www.youtube.com/watch?v=CgBSzRIXvE8,born,"[0.0014018714427947998, 0.1547674536705017, 1.0, 0.8099900484085083]",1280.0,/mnt/d/ASL/videos/CgBSzRIXvE8.mkv,,test
bake,bake,0.0,11,-1,0,64,BAKE 2,460,360.0,29.97,2.135,www.youtube.com/watch?v=1PIwp1JjHQs,bake,"[0.037374645471572876, 0.20970463752746582, 0.9993422031402588, 0.8400624990463257]",480.0,,,test
metal,metal,0.0,11,39,0,66,metal,699,360.0,29.97,2.202,www.youtube.com/watch?v=4on3dCR5n7k,metal,"[0.08585965633392334, 0.17670032382011414, 0.9968557953834534, 0.7578352689743042]",480.0,,,test
midnight,midnight,0.0,20,40,0,59,SignSchool Midnight 2,397,360.0,29.97,1.969,www.youtube.com/watch?v=reXhobalQQQ,midnight,"[0.05669161677360535, 0.2739851772785187, 1.0, 0.869986891746521]",640.0,,,test
PINK,pink,0.0,67,11,0,70,PINK,96,720.0,29.97,2.336,https://www.youtube.com/watch?v=cx14s_gt60I,pink,"[0.00343400239944458, 0.2775944471359253, 0.9997724294662476, 0.7008039951324463]",1280.0,,,test
waiter,waiter,0.0,11,-1,0,41,WAITER(1),807,360.0,29.97,1.368,www.youtube.com/watch?v=DiqK_g-NT3s,waiter,"[0.07218703627586365, 0.18788787722587585, 1.0, 0.7529169321060181]",540.0,,,test
test,exam,0.0,11,39,0,64,test,441,360.0,29.97,2.135,www.youtube.com/watch?v=gluH0Ql0Yvg,exam,"[0.07817420363426208, 0.16456818580627441, 0.9985835552215576, 0.7988402843475342]",480.0,,,test
ski,ski,0.0,92,43,0,31,SignSchool Ski,523,360.0,23.976,1.293,www.youtube.com/watch?v=JtHIbtTtDW0,ski,"[0.13323017954826355, 0.2748958468437195, 1.0, 0.7630457878112793]",640.0,,,test
full,full,0.0,11,-1,0,60,full,384,360.0,29.97,2.002,www.youtube.com/watch?v=vMLkIHIe_fA,full,"[0.0739443302154541, 0.12915706634521484, 1.0, 0.7877415418624878]",480.0,,,test
spaghetti,spaghetti,0.0,11,39,0,42,SPAGHETTI,601,360.0,29.97,1.401,www.youtube.com/watch?v=bJHYOSEZBMA,spaghetti,"[0.08359670639038086, 0.1971331238746643, 1.0, 0.7255429029464722]",540.0,,,test
japan,japan,0.0,11,39,0,66,japan,393,360.0,29.97,2.202,www.youtube.com/watch?v=ZYUWTx3Xtdo,japan,"[0.07318788766860962, 0.1909255087375641, 1.0, 0.7488363981246948]",480.0,,,test
softball,ball,0.0,20,40,0,60,SignSchool Softball,310,360.0,29.97,2.002,www.youtube.com/watch?v=5YJir4HzqOY,ball,"[0.05077040195465088, 0.2554406523704529, 1.0, 0.8427820801734924]",640.0,,,test
sign language,sign language,0.0,11,-1,0,67,sign language,848,360.0,29.97,2.236,www.youtube.com/watch?v=BCcwYIjkWc0,sign language,"[0.07318666577339172, 0.19535183906555176, 0.9991399049758911, 0.7985117435455322]",480.0,,,test
snob,snob,0.0,20,40,0,26,SignSchool Snob,550,360.0,23.976,1.084,www.youtube.com/watch?v=AHaPqKk-D58,snob,"[0.05267602205276489, 0.36468344926834106, 1.0, 0.84483802318573]",640.0,,,test
basketball,basketball,0.0,92,43,0,32,SignSchool Basketball 2,259,360.0,23.976,1.335,www.youtube.com/watch?v=F0BtTtlPR7c,basketball,"[0.12977328896522522, 0.3625853657722473, 1.0, 0.8326995968818665]",640.0,,,test
research,research,0.0,20,-1,0,33,SignSchool Research,893,360.0,23.976,1.376,www.youtube.com/watch?v=GEG5sDkVTBY,research,"[0.046168744564056396, 0.34617871046066284, 1.0, 0.8520403504371643]",640.0,,,test
HELLO,hello,3.537,26,20,106,146,ASL2 Class 51 SIGNS,0,720.0,29.97,4.872,https://www.youtube.com/watch?v=ZgUBU0NNEDU,hello,"[0.049448609352111816, 0.02119007706642151, 1.0, 0.7646003365516663]",1280.0,/mnt/d/ASL/videos/ZgUBU0NNEDU.mkv,,test
secretary,secretary,0.0,92,33,0,35,SignSchool Secetary,301,360.0,23.976,1.46,www.youtube.com/watch?v=crVLvTbmEGo,secretary,"[0.06289049983024597, 0.3129766285419464, 1.0, 0.7310290336608887]",640.0,,,test
shower,shower,0.0,106,48,0,85,SignSchool Shower,299,360.0,29.97,2.836,www.youtube.com/watch?v=xL-7GdHscnQ,shower,"[0.008683830499649048, 0.3573707938194275, 1.0, 0.9294670820236206]",640.0,,,test
cook,cook,0.0,11,39,0,70,cook,115,360.0,29.97,2.336,www.youtube.com/watch?v=lvwn7OAGJWk,cook,"[0.057613104581832886, 0.17948251962661743, 1.0, 0.7622319459915161]",480.0,,,test
embarrass,embarrassed,0.0,20,-1,0,68,SignSchool Very Embarassing,631,360.0,23.976,2.836,www.youtube.com/watch?v=edUfrayptZc,embarrassed,"[0.034464120864868164, 0.36955028772354126, 1.0, 0.8239096999168396]",640.0,,,test
ART,draw,4.171,26,6,125,215,ASL1 Class 27 New SIGNS,91,720.0,29.97,7.174,https://www.youtube.com/watch?v=3TU7xovzhMo,draw,"[0.1251431703567505, 0.2226475030183792, 1.0, 0.7149457335472107]",1280.0,/mnt/d/ASL/videos/3TU7xovzhMo.webm,,test
banana,banana,0.0,11,39,0,40,BANANA(1),225,360.0,29.97,1.335,www.youtube.com/watch?v=4ceCCz-iatU,banana,"[0.0809747576713562, 0.23069724440574646, 1.0, 0.6989794969558716]",540.0,,,test
lobster,lobster,0.0,20,-1,0,41,SignSchool Lobster Crab 4,626,360.0,23.976,1.71,www.youtube.com/watch?v=jZqYzlbwb48,lobster,"[0.0764910876750946, 0.21304026246070862, 1.0, 0.7982664108276367]",640.0,,,test
hospital,hospital,0.0,20,40,0,31,SignSchool Hospital 2,346,360.0,23.976,1.293,www.youtube.com/watch?v=RBjXHnCW5O4,hospital,"[0.0852140486240387, 0.3792593479156494, 1.0, 0.7777213454246521]",640.0,,,test
bacon,bacon,0.0,92,43,0,27,SignSchool Bacon,432,360.0,23.976,1.126,www.youtube.com/watch?v=2ricwcKQJ1Y,bacon,"[0.10997030138969421, 0.25759994983673096, 1.0, 0.880329966545105]",640.0,,,test
key,key,0.0,92,-1,0,29,SignSchool Key 3,456,360.0,23.976,1.21,www.youtube.com/watch?v=bk6c9vUiuSc,key,"[0.10380738973617554, 0.37434935569763184, 1.0, 0.8419922590255737]",640.0,,,test
silver,silver,0.0,20,-1,0,30,SignSchool Silver,765,360.0,23.976,1.251,www.youtube.com/watch?v=cYJnFuo5YOI,silver,"[0.06853887438774109, 0.19244244694709778, 1.0, 0.8082890510559082]",640.0,,,test
how,how,0.0,11,39,0,52,how(1),59,360.0,29.97,1.735,www.youtube.com/watch?v=X9k65VXITzY,how,"[0.07616987824440002, 0.18796849250793457, 0.9952714443206787, 0.7904695272445679]",480.0,,,test
south,south,0.0,11,39,0,69,SOUTH(1),750,360.0,29.97,2.302,www.youtube.com/watch?v=0Q2GygbNlro,south,"[0.08133631944656372, 0.2508922517299652, 1.0, 0.7512073516845703]",480.0,,,test
HOME,home,0.0,67,13,0,68,HOME,118,720.0,30.396,2.237,https://www.youtube.com/watch?v=h5auyidvtSc,home,"[0.021455228328704834, 0.23266883194446564, 1.0, 0.702064573764801]",1280.0,,,test
Many ,many,0.0,132,-1,0,119,ASL Many ,261,360.0,30.0,3.967,https://www.youtube.com/watch?v=yGyfgxjyD0c,many,"[0.1504480540752411, 0.360943078994751, 1.0, 0.742233157157898]",480.0,/mnt/d/ASL/videos/yGyfgxjyD0c.mp4,,test
young,young,0.0,11,39,0,66,young,409,360.0,29.97,2.202,www.youtube.com/watch?v=4CvemDSU8uQ,young,"[0.08685272932052612, 0.13453078269958496, 1.0, 0.868260383605957]",480.0,,,test
secretary,secretary,0.0,92,43,0,35,SignSchool Secetary 2,301,360.0,23.976,1.46,www.youtube.com/watch?v=GLOdTEXLaEQ,secretary,"[0.0622008740901947, 0.287869930267334, 1.0, 0.7284207940101624]",640.0,,,test
HELLO,hello,4.171,26,2,125,190,ASL1 Class 4 New SIGNS plus Partner Practice QA and p29 Dialogue,0,720.0,29.97,6.34,https://www.youtube.com/watch?v=RMUydgQr9TE,hello,"[0.0, 0.0, 1.0, 0.7758277654647827]",1280.0,/mnt/d/ASL/videos/RMUydgQr9TE.mkv,,test
complain,complain,0.0,20,40,0,34,SignSchool Complain Whine,467,360.0,23.976,1.418,www.youtube.com/watch?v=sCQbu1nSgdg,complain,"[0.04104810953140259, 0.41676944494247437, 1.0, 0.8727412223815918]",640.0,,,test
deaf,deaf,0.0,20,40,0,37,SignSchool Deaf 2(1),9,360.0,29.97,1.235,www.youtube.com/watch?v=VoHLEG8FIH4,deaf,"[0.04707643389701843, 0.3589842617511749, 1.0, 0.7934797406196594]",640.0,,,test
mean,mean,0.0,11,39,0,44,MEAN 1,184,360.0,29.97,1.468,www.youtube.com/watch?v=J_2jBrdb0zo,mean,"[0.047547847032547, 0.2204590141773224, 0.9989629983901978, 0.7732728719711304]",480.0,,,test
MONEY,money,0.0,67,13,0,65,MONEY,209,720.0,29.973,2.169,https://www.youtube.com/watch?v=KkaxA2qevPM,money,"[0.03100454807281494, 0.2700645327568054, 1.0, 0.7106834650039673]",1280.0,,,test
comfortable,comfortable,0.0,20,40,0,49,SignSchool Comfortable,869,360.0,29.97,1.635,www.youtube.com/watch?v=T7LCtfeSWD8,comfortable,"[0.05844813585281372, 0.34199756383895874, 1.0, 0.8638198971748352]",640.0,,,test
hockey,hockey,0.0,11,39,0,49,HOCKEY(1),755,360.0,29.97,1.635,www.youtube.com/watch?v=tVT6vIQad-g,hockey,"[0.043580472469329834, 0.2158692479133606, 0.9991841316223145, 0.7728515863418579]",480.0,,,test
DANCE,dance,0.0,67,13,0,64,DANCE,84,720.0,29.97,2.135,https://www.youtube.com/watch?v=w6ZfGv4ns64,dance,"[0.001527160406112671, 0.2765917479991913, 1.0, 0.7079154849052429]",1280.0,,,test
door,door,0.0,11,39,0,35,DOOR(1),198,360.0,29.97,1.168,www.youtube.com/watch?v=_tGFUbZjhKs,door,"[0.0910591185092926, 0.22964051365852356, 1.0, 0.7210034728050232]",540.0,,,test
cousin,cousin,0.0,11,39,0,60,COUSIN(1),33,360.0,29.97,2.002,www.youtube.com/watch?v=mBNbzPNTVqk,cousin,"[0.07499441504478455, 0.16182750463485718, 0.9981533288955688, 0.7836466431617737]",480.0,,,test
stamp,stamp,0.0,11,39,0,46,STAMP,731,360.0,29.97,1.535,www.youtube.com/watch?v=6AyXhQTu4V4,stamp,"[0.10653659701347351, 0.18943095207214355, 1.0, 0.8150567412376404]",480.0,,,test
toast,toast,0.0,20,40,0,36,SignSchool Toast 2h,450,360.0,29.97,1.201,www.youtube.com/watch?v=d9KtLo_JPLU,toast,"[0.05383056402206421, 0.22382718324661255, 1.0, 0.9138444066047668]",640.0,,,test
dirty,dirty,0.0,106,48,0,80,SignSchool dirty 2,260,360.0,29.97,2.669,www.youtube.com/watch?v=F9CzOjI2MPo,dirty,"[0.024330586194992065, 0.42388802766799927, 1.0, 0.9169365167617798]",640.0,,,test
goat,goat,0.0,11,39,0,37,GOAT,717,360.0,29.97,1.235,www.youtube.com/watch?v=1Ly4GGlhHY4,goat,"[0.0, 0.23096568882465363, 1.0, 0.7033252120018005]",540.0,,,test
surfing,surfing,0.0,92,43,0,34,SignSchool Surfing,595,360.0,23.976,1.418,www.youtube.com/watch?v=Dil2uAxrfS8,surfing,"[0.14594778418540955, 0.3343599736690521, 1.0, 0.7652522325515747]",640.0,,,test
lettuce,lettuce,0.0,20,-1,0,57,SignSchool Cabbage Lettuce Garbage,442,360.0,29.97,1.902,www.youtube.com/watch?v=iZZLyl7nGWY,lettuce,"[0.0, 0.23103070259094238, 1.0, 0.8108857870101929]",640.0,,,test
100,100,0.0,20,40,0,28,SignSchool 100,849,360.0,29.97,0.934,www.youtube.com/watch?v=I87rZdO7SPY,100,"[0.06517279148101807, 0.3862675130367279, 1.0, 0.8279387354850769]",640.0,,,test
hospital,hospital,0.0,20,40,0,36,SignSchool Hospital(1),346,360.0,23.976,1.501,www.youtube.com/watch?v=rKv7TkepoF4,hospital,"[0.07037165760993958, 0.311082124710083, 1.0, 0.7927131056785583]",640.0,,,test
math,math,0.0,20,40,0,44,SignSchool Math,203,360.0,29.97,1.468,www.youtube.com/watch?v=oYEpVU44gMw,math,"[0.06358680129051208, 0.3709602355957031, 1.0, 0.8174518346786499]",640.0,,,test
face,face,0.0,20,40,0,48,SignSchool Face copy,813,360.0,29.97,1.602,www.youtube.com/watch?v=PeQLdvjfrSE,face,"[0.042227089405059814, 0.306887686252594, 1.0, 0.8064088225364685]",640.0,,,test
office,office,0.0,11,39,0,53,OFFICE(1),253,360.0,29.97,1.768,www.youtube.com/watch?v=MbOXIeK-SPo,office,"[0.0018258094787597656, 0.2011232078075409, 1.0, 0.7748188376426697]",540.0,,,test
silver,silver,0.0,20,-1,0,29,SignSchool Silver 2,765,360.0,23.976,1.21,www.youtube.com/watch?v=ZmnoC59zpCg,silver,"[0.06742632389068604, 0.16133028268814087, 0.9992943406105042, 0.8039376735687256]",640.0,,,test
good,good,0.0,11,39,0,44,GOOD,24,360.0,29.97,1.468,www.youtube.com/watch?v=nTaaoVc75-k,good,"[0.052339762449264526, 0.22988465428352356, 0.9950950741767883, 0.7695329785346985]",480.0,,,test
LARGE,big,10.033,34,11,301,335,Unit 16 Vocabulary (ASL 1) - w CC,88,720.0,30.0,11.167,https://www.youtube.com/watch?v=g5KHrQrZRmY,big,"[0.0035245418548583984, 0.13485068082809448, 0.9963457584381104, 0.9357943534851074]",1280.0,/mnt/d/ASL/videos/g5KHrQrZRmY.mp4,,test
BEAR,bear,15.048,26,20,451,516,ASL1 Class 60 New SIGNS,414,720.0,29.97,17.217,https://www.youtube.com/watch?v=PpKJpKpEpy4,bear,"[0.03190287947654724, 0.2334255576133728, 1.0, 0.7380384206771851]",1280.0,/mnt/d/ASL/videos/PpKJpKpEpy4.mkv,,test
mad,mad,0.0,92,43,0,25,SignSchool Petulant Mad,152,360.0,23.976,1.043,www.youtube.com/watch?v=uePmigt8L2M,mad,"[0.1412724256515503, 0.37471580505371094, 1.0, 0.7576485872268677]",640.0,,,test
weekend,weekend,0.0,174,62,0,60,SignSchool Weekend(1),324,360.0,29.97,2.002,www.youtube.com/watch?v=ejkUp4ijJQo,weekend,"[0.011584311723709106, 0.15314960479736328, 1.0, 0.6587104201316833]",640.0,,,test
change,change,0.0,92,43,0,30,SignSchool Change 2,405,360.0,23.976,1.251,www.youtube.com/watch?v=Xhf4WPaB3tY,change,"[0.14749324321746826, 0.37783682346343994, 1.0, 0.7718831300735474]",640.0,,,test
AGAIN,again,0.0,67,11,0,59,AGAIN(1),26,720.0,30.457,1.937,https://www.youtube.com/watch?v=6JlqUMRxHwo,again,"[0.0030611753463745117, 0.28571945428848267, 1.0, 0.7097301483154297]",1280.0,,,test
skateboard,skateboard,0.0,92,43,0,28,SignSchool Skateboard(1),922,360.0,23.976,1.168,www.youtube.com/watch?v=rVMTe9k9Fks,skateboard,"[0.14029258489608765, 0.28170597553253174, 1.0, 0.7599678635597229]",640.0,,,test
computer,computer,0.0,20,40,0,42,SignSchool Computer 1,49,360.0,29.97,1.401,www.youtube.com/watch?v=_2YnCKHJy6U,computer,"[0.0010393261909484863, 0.20069098472595215, 1.0, 0.8778142929077148]",640.0,,,test
dirty,dirty,0.0,11,39,0,81,DIRTY,260,360.0,29.97,2.703,www.youtube.com/watch?v=gQsIUo46pJU,dirty,"[0.08178865909576416, 0.25847259163856506, 1.0, 0.7456309199333191]",480.0,,,test
last,last,0.0,20,40,0,27,SignSchool Last Final,314,360.0,23.976,1.126,www.youtube.com/watch?v=ZrL9QA06fZs,last,"[0.06237247586250305, 0.30386480689048767, 1.0, 0.8793720006942749]",640.0,,,test
holiday,vacation,0.0,20,40,0,51,SignSchool Holiday,223,360.0,29.97,1.702,www.youtube.com/watch?v=IHXBt5dNcO0,vacation,"[0.030656903982162476, 0.16710466146469116, 1.0, 0.8936232328414917]",640.0,,,test
magazine,magazine,0.0,92,43,0,36,SignSchool Magazine,730,360.0,23.976,1.501,www.youtube.com/watch?v=8ILY5EwmBFo,magazine,"[0.06165522336959839, 0.34445250034332275, 1.0, 0.7278394103050232]",640.0,,,test
asia,asia,0.669,29,-1,20,80,ASL Asia,371,360.0,29.891,2.676,https://www.youtube.com/watch?v=r7SQC5lIh-s,asia,"[0.0, 0.0, 1.0, 0.8996676206588745]",540.0,/mnt/d/ASL/videos/r7SQC5lIh-s.mp4,1.0,test
light,light,0.0,20,40,0,20,SignSchool Light copy,123,360.0,23.976,0.834,www.youtube.com/watch?v=_avAtcE6T_o,light,"[0.0, 0.2392326295375824, 1.0, 0.9047932624816895]",640.0,,,test
vegetable,vegetable,0.0,11,39,0,38,VEGETABLE,333,360.0,29.97,1.268,www.youtube.com/watch?v=T8c5eHxZik0,vegetable,"[0.11073294281959534, 0.20035219192504883, 1.0, 0.7829926609992981]",490.0,,,test
internet,internet,0.0,11,39,0,57,INTERNET,531,360.0,29.97,1.902,www.youtube.com/watch?v=8iu4yAES0Dg,internet,"[0.09045997262001038, 0.18089935183525085, 1.0, 0.7954012155532837]",480.0,,,test
belt,belt,0.0,11,39,0,40,BELT(1),800,360.0,29.97,1.335,www.youtube.com/watch?v=X9c1_4jIX9M,belt,"[0.07148295640945435, 0.16269496083259583, 0.9988939762115479, 0.7979773283004761]",540.0,,,test
HI,hi,2.836,26,2,85,132,ASL1 Class 9 New SIGNS,379,720.0,29.97,4.404,https://www.youtube.com/watch?v=uKVcATFm9Sg,hi,"[0.0, 0.0, 1.0, 0.7390456199645996]",1280.0,/mnt/d/ASL/videos/uKVcATFm9Sg.mkv,,test
jealous,jealous,0.0,20,-1,0,50,SignSchool Jealous,691,360.0,29.97,1.668,www.youtube.com/watch?v=-wYQN6l-UJc,jealous,"[0.047632694244384766, 0.31432825326919556, 1.0, 0.8085559010505676]",640.0,,,test
magazine,magazine,0.0,11,39,0,59,MAGAZINE,730,360.0,29.97,1.969,www.youtube.com/watch?v=KJgjS-tHBp0,magazine,"[0.01502293348312378, 0.20413613319396973, 1.0, 0.7607263326644897]",540.0,,,test
can,can,0.0,11,39,0,73,can,142,360.0,29.97,2.436,www.youtube.com/watch?v=XKsE3bqirCc,can,"[0.06804656982421875, 0.15265649557113647, 0.9984700679779053, 0.8372277021408081]",480.0,,,test
flag,flag,0.0,11,39,0,50,FLAG,653,360.0,29.97,1.668,www.youtube.com/watch?v=wX3nAn_EbyQ,flag,"[0.039639830589294434, 0.2015444040298462, 0.9961441159248352, 0.7768822908401489]",480.0,,,test
pain,hurt,0.0,11,39,0,49,PAIN,76,360.0,29.97,1.635,www.youtube.com/watch?v=PUeBxtWPPFw,hurt,"[0.10608243942260742, 0.16319549083709717, 1.0, 0.8393545150756836]",480.0,,,test
match [light-a-MATCH],match,0.0,0,0,0,83,match light-a-MATCH,830,360.0,30.0,2.767,https://www.youtube.com/watch?v=C37R_Ix8-qs,match,"[0.05754461884498596, 0.21637457609176636, 1.0, 0.7300844192504883]",640.0,/mnt/d/ASL/videos/C37R_Ix8-qs.mkv,,train
FAIL,fail,0.0,0,-1,0,74,FAIL,542,360.0,25.0,2.96,https://www.youtube.com/watch?v=PIsUJl8BN_I,fail,"[0.0657794177532196, 0.16717177629470825, 0.9392627477645874, 0.9187960028648376]",480.0,/mnt/d/ASL/videos/PIsUJl8BN_I.mkv,,train
laugh,laugh,0.0,4,26,0,31,SignSchool Laugh with Legs 2,312,360.0,29.97,1.034,www.youtube.com/watch?v=9FdHlMOnVjg,laugh,"[0.13188594579696655, 0.32334136962890625, 1.0, 0.831863522529602]",640.0,,,train
BOOK,book,0.0,0,-1,0,66,BOOK(3),38,360.0,25.0,2.64,https://www.youtube.com/watch?v=J7tP98oDxqE,book,"[0.05569887161254883, 0.25173279643058777, 0.9968159794807434, 0.9009996652603149]",480.0,/mnt/d/ASL/videos/J7tP98oDxqE.webm,,train
sign-language,sign language,0.0,0,-1,0,75,SIGN-LANGUAGE-S-CLAW-F,848,360.0,29.97,2.502,www.youtube.com/watch?v=N2mG9ZKjrGA,sign language,"[0.03904399275779724, 0.24198183417320251, 1.0, 0.8586810827255249]",640.0,/mnt/d/ASL/videos/N2mG9ZKjrGA.mkv,,train
